flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
LH4196,Lufthansa,Frankfurt Airport,Kisela Voda,Macedonia,3:28 AM,Ministro Pistarini International,Józefosław,Poland,16,LH,KTE,MHY,1/7/2022,1:05 PM,1703.64,342,120.34,Delayed,A1
EK1409,Emirates,Dubai International,Lille,France,9:37 AM,Bole International,Hispania,Colombia,13,EK,OOR,ADV,10/2/2022,3:24 PM,9231.18,480,286.45,Delayed,C1
UA3441,United Airlines,Los Angeles International,Cimanggu,Indonesia,2:34 PM,San Francisco International,Hyesan-si,North Korea,11,UA,DCK,POL,1/22/2022,9:46 AM,8148.58,133,98.28,Delayed,B1
EK6770,Emirates,Dubai International,Kasongo,Democratic Republic of the Congo,6:15 PM,Hamad International,Le Lamentin,Martinique,9,EK,JFR,OCH,8/8/2022,1:00 PM,3375.88,387,83.25,On Time,C4
WN2783,Southwest Airlines,Los Angeles International,Tamorong,Philippines,5:37 PM,San Francisco International,Honghe,China,13,WN,WVB,NEV,1/9/2022,12:02 PM,4114.56,232,342.24,Delayed,A3
IB6663,Iberia,Adolfo Suárez Madrid–Barajas,Zykovo,Russia,2:31 PM,Hamad International,Dingle,Philippines,7,IB,PSZ,REC,12/24/2022,3:09 PM,8956.28,269,182.58,On Time,C4
EK3102,Emirates,Dubai International,Krajan,Indonesia,4:20 PM,Hamad International,Três Coroas,Brazil,3,EK,ONT,STQ,5/28/2022,9:36 PM,6644.08,252,384.49,Cancelled,C1
SA4050,South African Airways,O.R. Tambo International,Nürnberg,Germany,5:01 PM,Charles de Gaulle,Fengshuling,China,21,SA,BEQ,AOR,3/15/2022,9:36 AM,4484.91,454,226.53,Cancelled,A2
CX7552,Cathay Pacific,Hong Kong International,Musan-ŭp,North Korea,11:16 AM,Changi,Trá Mhór,Ireland,15,CX,RBO,WDI,10/22/2022,10:16 PM,5551.92,53,424.24,On Time,C3
AI3656,Air India,Indira Gandhi International,Rio Preto da Eva,Brazil,12:51 PM,Chhatrapati Shivaji International,Viale,Argentina,10,AI,BDP,KBL,11/2/2022,10:01 PM,9508.15,277,355.93,On Time,B2
UA7495,United Airlines,Los Angeles International,Haliut,China,6:51 PM,San Francisco International,Hongqi,China,24,UA,CWA,ULP,7/13/2022,12:58 PM,4932.51,397,261.89,On Time,A1
AZ1957,Alitalia,Leonardo da Vinci International,Naivasha,Kenya,12:58 PM,Charles de Gaulle,Serra de Santa Marinha,Portugal,6,AZ,CZW,CDA,5/29/2022,12:32 AM,2756.19,226,259.3,On Time,B2
TG4778,Thai Airways,Suvarnabhumi,Khairpur Nathan Shāh,Pakistan,4:32 PM,Changi,Dasiping,China,11,TG,PTB,BDE,12/6/2022,12:52 PM,651.75,175,151.78,On Time,C3
QR1777,Qatar Airways,Hamad International,Fatumuti,Indonesia,4:08 AM,Zurich Airport,Cikondang,Indonesia,23,QR,OTI,MHO,12/1/2022,2:55 PM,833.21,291,266.82,On Time,B1
SQ1881,Singapore Airlines,Changi,Ponta da Garça,Portugal,3:55 PM,Beijing Capital International,Lembur Tengah,Indonesia,2,SQ,AQJ,FMI,2/12/2022,9:45 PM,3676.37,248,133.42,Delayed,A3
NH1314,All Nippon Airways,Haneda,Aş Şafaqayn,Yemen,10:59 PM,Incheon International,Guanyao,China,7,NH,KDX,KQA,10/5/2022,12:08 AM,9965.75,77,426.54,On Time,C2
SK4970,SAS Scandinavian,Copenhagen Airport,Doblas,Argentina,6:35 PM,Charles de Gaulle,Alfenas,Brazil,13,SK,OES,NDE,2/3/2022,3:17 AM,1038.0,464,499.86,On Time,B1
AV7378,Avianca,El Dorado International,Thap Than,Thailand,6:29 PM,O.R. Tambo International,Laocheng,China,20,AV,NHS,CDC,12/19/2022,2:33 PM,860.35,209,422.83,Cancelled,A1
CX4991,Cathay Pacific,Hong Kong International,Chiba,Japan,11:49 AM,Changi,Lago,Sierra Leone,12,CX,OWK,UMY,7/1/2022,12:42 PM,9583.97,466,432.09,Delayed,C1
AA3791,American Airlines,John F. Kennedy International,El Paso,United States,12:31 PM,O'Hare International,Paulo Afonso,Brazil,2,AA,DBT,BWD,9/27/2022,3:52 AM,3676.51,291,152.81,On Time,C3
NZ1560,Air New Zealand,Auckland Airport,Bairro,Portugal,12:50 AM,Sydney Airport,Ambovombe,Madagascar,17,NZ,CRL,BLN,4/9/2022,5:29 AM,6465.58,251,313.11,On Time,C4
NZ1569,Air New Zealand,Auckland Airport,Mokolo,Cameroon,1:24 AM,Sydney Airport,Rupe,Indonesia,24,NZ,TRK,TMG,10/23/2022,6:01 AM,5545.33,360,134.65,On Time,C1
CX3481,Cathay Pacific,Hong Kong International,Buga,Colombia,10:35 PM,Dubai International,Xing’an,China,17,CX,PHC,ZQL,11/30/2022,1:18 PM,6209.87,347,236.27,On Time,C3
KL3748,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Krajan Siki,Indonesia,9:35 PM,San Francisco International,Jiefu,China,4,KL,ILX,LUS,2/6/2022,4:56 AM,7359.47,477,312.98,On Time,A1
UA1033,United Airlines,Los Angeles International,San Sebastian,Mexico,1:19 AM,San Francisco International,Atipuluhan,Philippines,1,UA,TKP,SYC,9/1/2022,3:51 PM,4430.63,451,67.63,Delayed,C2
LH4128,Lufthansa,Frankfurt Airport,Mirocin,Poland,12:38 PM,Charles de Gaulle,Atalaia,Portugal,11,LH,NJF,UGB,4/14/2022,9:29 AM,2052.2,302,65.52,On Time,C2
KL5155,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Casa Nova,Portugal,6:28 AM,Charles de Gaulle,Makurazaki,Japan,11,KL,YPI,NTA,8/23/2022,11:37 PM,5464.52,221,93.71,On Time,A1
QR8726,Qatar Airways,Hamad International,Eling,China,3:25 PM,O.R. Tambo International,Plátanos,Greece,1,QR,CVC,HCR,9/19/2022,12:51 PM,5132.76,411,225.36,On Time,C3
KE6093,Korean Air,Incheon International,Weizheng,China,7:40 PM,Zurich Airport,Domašinec,Croatia,6,KE,PVZ,YAX,10/14/2022,5:15 AM,4283.65,462,374.75,On Time,C2
CX1836,Cathay Pacific,Hong Kong International,Casa Nova,Portugal,10:08 PM,Changi,Shitong,China,23,CX,LKC,GLV,2/24/2022,6:50 PM,1261.68,425,286.65,Cancelled,C4
TG1711,Thai Airways,Suvarnabhumi,Wińsko,Poland,11:08 PM,Incheon International,Pundong,Indonesia,6,TG,NOJ,AUV,8/26/2022,2:25 PM,8794.66,228,401.85,Cancelled,C1
TG3079,Thai Airways,Suvarnabhumi,Burgersfort,South Africa,5:36 PM,Hong Kong International,Mīr Bachah Kōṯ,Afghanistan,4,TG,ZQW,DXE,12/18/2022,2:38 AM,1654.35,84,76.92,On Time,B1
SK9753,SAS Scandinavian,Copenhagen Airport,Marfino,Russia,2:58 AM,Vancouver International,Kuala Lumpur,Malaysia,3,SK,GPB,UIL,2/6/2022,11:33 PM,4252.94,468,326.19,Cancelled,C1
KE5983,Korean Air,Incheon International,Vasil’yevskiy Mokh,Russia,1:37 PM,Haneda,Ticrapo,Peru,24,KE,DYU,KSC,12/9/2022,1:44 AM,4626.52,252,112.26,On Time,A2
LA9236,LATAM Airlines,São Paulo/Guarulhos International,Krajanbonjor,Indonesia,12:41 PM,Logan International,Pingqiao,China,23,LA,ERZ,RKI,10/27/2022,3:39 PM,6057.45,240,432.4,On Time,A1
KL9278,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Dainan,China,2:31 AM,Charles de Gaulle,Sunne,Sweden,9,KL,YQT,XVL,4/6/2022,6:16 AM,4709.96,221,234.25,On Time,C2
SK9524,SAS Scandinavian,Copenhagen Airport,Pasadena,United States,11:15 AM,Charles de Gaulle,Launceston,Australia,15,SK,SHE,AAJ,1/25/2022,4:41 PM,9121.56,50,100.21,Delayed,A3
CX6613,Cathay Pacific,Hong Kong International,Palmdale,United States,3:27 AM,Changi,Kebon,Indonesia,8,CX,BKN,THK,10/4/2022,8:01 PM,1687.62,314,488.31,On Time,C4
ET2047,Ethiopian Airlines,Bole International,Chãos,Portugal,2:00 PM,Hamad International,Loma Bonita,Mexico,3,ET,YRR,LXU,9/23/2022,4:03 AM,5896.58,392,263.87,Delayed,C3
TG4328,Thai Airways,Suvarnabhumi,Igaraçu do Tietê,Brazil,12:23 PM,Changi,Krajan,Indonesia,13,TG,TEI,QCJ,5/2/2022,12:08 AM,522.05,246,228.85,On Time,C2
QR5811,Qatar Airways,Hamad International,Fusagasuga,Colombia,1:27 AM,Bole International,Skeldon,Guyana,18,QR,THY,TMA,9/9/2022,9:56 AM,2167.13,73,68.25,Delayed,C2
AF1560,Air France,Charles de Gaulle,Fray Bentos,Uruguay,8:44 AM,Frankfurt Airport,Sheshan,China,10,AF,TIC,UKN,5/31/2022,8:06 PM,1216.36,238,416.1,Delayed,C1
SK1308,SAS Scandinavian,Copenhagen Airport,Barguzin,Russia,6:07 AM,Charles de Gaulle,Nansheng,China,2,SK,WTN,CIV,5/28/2022,1:04 PM,7250.11,349,275.36,On Time,B1
AZ4087,Alitalia,Leonardo da Vinci International,Oslo,Norway,5:21 PM,Charles de Gaulle,Khāngāh Dogrān,Pakistan,24,AZ,GSB,IXN,5/11/2022,10:55 AM,4461.02,68,203.59,On Time,C1
EK3787,Emirates,Dubai International,Ji’an,China,9:58 AM,Hamad International,Uspenskoye,Russia,17,EK,SMK,YKL,11/21/2022,3:44 AM,9310.23,111,320.56,Delayed,C4
QR5930,Qatar Airways,Hamad International,Lypnyazhka,Ukraine,3:26 AM,Bole International,Syzran’,Russia,12,QR,LUB,CPD,5/30/2022,9:04 PM,5595.76,496,90.46,Cancelled,B2
NH9718,All Nippon Airways,Haneda,Gurupi,Brazil,7:52 PM,Incheon International,Bogra,Bangladesh,11,NH,PUW,STV,4/12/2022,8:07 PM,8914.62,328,266.36,Delayed,A3
SK7480,SAS Scandinavian,Copenhagen Airport,Oullins,France,10:14 AM,Charles de Gaulle,Guankou,China,17,SK,BUB,YVT,3/19/2022,4:57 PM,2960.6,71,289.06,Delayed,C3
SK2568,SAS Scandinavian,Copenhagen Airport,Tietê,Brazil,3:37 PM,Charles de Gaulle,Naguanagua,Venezuela,24,SK,WIN,HLA,10/30/2022,2:10 PM,4312.48,84,206.23,On Time,C1
WN3122,Southwest Airlines,Los Angeles International,Ellinikó,Greece,5:25 AM,San Francisco International,Cuispes,Peru,13,WN,MVV,OBE,5/5/2022,12:44 PM,140.69,407,172.37,Cancelled,C1
QR6387,Qatar Airways,Hamad International,Zorak,Armenia,5:38 PM,Bole International,Huayucachi,Peru,19,QR,CIP,PCU,2/11/2022,12:17 PM,9542.42,476,353.17,Delayed,B2
ET9188,Ethiopian Airlines,Bole International,Wenceslau Braz,Brazil,2:03 AM,Hamad International,Oslo,Norway,2,ET,LGF,BDH,11/2/2022,7:51 AM,3090.15,249,260.64,Delayed,C2
SA8769,South African Airways,O.R. Tambo International,Liubo,China,8:18 PM,Munich Airport,Naurskaya,Russia,17,SA,QRF,NST,3/21/2022,10:19 PM,6498.84,382,396.73,Delayed,A1
AM6207,Aeroméxico,Benito Juárez International,Samphanthawong,Thailand,6:57 AM,Incheon International,Dogbo,Benin,5,AM,PFR,BWY,3/20/2022,10:25 PM,2974.03,351,313.04,On Time,C3
AZ7009,Alitalia,Leonardo da Vinci International,Nanyaojie,China,2:42 AM,Cairo International,Těšetice,Czech Republic,21,AZ,MDM,TES,10/28/2022,12:48 AM,4359.45,108,269.06,Delayed,A1
AF3819,Air France,Charles de Gaulle,Pesnica pri Mariboru,Slovenia,9:25 PM,Frankfurt Airport,Katwijk,Netherlands,11,AF,ODH,HUZ,1/13/2022,11:35 AM,1670.99,411,193.88,On Time,A2
SQ9239,Singapore Airlines,Changi,Yuracyacu,Peru,12:16 AM,Beijing Capital International,Sanhe,China,8,SQ,KNF,NDM,1/4/2022,8:47 AM,6299.06,171,476.89,On Time,C3
NZ1813,Air New Zealand,Auckland Airport,Alor Setar,Malaysia,6:20 AM,Sydney Airport,Nong Khae,Thailand,3,NZ,KBV,YWO,1/28/2022,5:01 PM,1287.68,139,472.19,On Time,C1
AM7841,Aeroméxico,Benito Juárez International,Pantenan,Indonesia,1:23 AM,O'Hare International,Uhlove,Ukraine,19,AM,MDZ,NDR,7/7/2022,8:30 PM,6275.19,187,231.28,On Time,C4
AA2865,American Airlines,John F. Kennedy International,Huangdao,China,1:46 PM,Hartsfield-Jackson Atlanta,Gaplek,Indonesia,3,AA,LUT,BSC,9/5/2022,3:53 PM,1512.84,382,88.45,On Time,B2
EK3612,Emirates,Dubai International,Rado,Indonesia,2:55 AM,Hamad International,Tipaz,Philippines,19,EK,JTR,KEF,1/6/2022,12:34 AM,9428.16,83,156.4,On Time,B1
DL2593,Delta Air Lines,John F. Kennedy International,Ladushkin,Russia,6:55 PM,Hartsfield-Jackson Atlanta,Gogosuket,Indonesia,4,DL,CGK,0,8/20/2022,8:56 PM,4133.58,324,248.96,Cancelled,C1
AF2465,Air France,Charles de Gaulle,Kobylanka,Poland,11:56 PM,Frankfurt Airport,Guanmian,China,9,AF,KDV,BLA,10/25/2022,3:39 AM,5581.1,429,217.4,On Time,C2
AA9999,American Airlines,John F. Kennedy International,Xiaojian,China,9:38 PM,Hartsfield-Jackson Atlanta,Olejet,Indonesia,9,AA,DIR,SGP,3/17/2022,11:09 PM,9541.33,312,466.92,Delayed,A3
WN8861,Southwest Airlines,Los Angeles International,Baraguá,Cuba,7:16 AM,Seattle-Tacoma International,Puerto Cisnes,Chile,22,WN,NBB,CNN,6/9/2022,9:46 PM,4667.36,275,323.93,On Time,C4
NZ8978,Air New Zealand,Auckland Airport,Lachowice,Poland,5:49 PM,Changi,Songkhla,Thailand,19,NZ,FTE,XLU,4/22/2022,7:54 PM,2094.61,95,425.85,On Time,A3
UA4657,United Airlines,Los Angeles International,Rongcheng,China,5:23 AM,San Francisco International,Xiangzhou,China,12,UA,AER,KLW,7/2/2022,7:35 AM,7495.95,366,118.76,Delayed,C3
BA7866,British Airways,Heathrow,Liushikou,China,10:52 AM,Zurich Airport,Las Cruces,United States,16,BA,RJI,RAK,8/13/2022,4:49 PM,358.76,140,290.65,On Time,C4
AI9401,Air India,Indira Gandhi International,Faya-Largeau,Chad,10:17 PM,Dubai International,Pimenta Bueno,Brazil,16,AI,LIE,CBK,3/1/2022,12:19 PM,1775.33,399,328.09,On Time,C4
NZ8312,Air New Zealand,Auckland Airport,Partizan,Russia,5:22 AM,Hong Kong International,Fatikchari,Bangladesh,6,NZ,GLZ,ORX,9/29/2022,8:14 AM,1166.49,266,178.69,On Time,C2
DL6443,Delta Air Lines,John F. Kennedy International,Cergy-Pontoise,France,4:08 AM,Hartsfield-Jackson Atlanta,Timbaúba,Brazil,3,DL,IXW,BUY,10/2/2022,11:19 PM,1633.59,188,391.08,Cancelled,C4
ET4912,Ethiopian Airlines,Bole International,Veguitas,Venezuela,3:14 AM,Hamad International,Barayong,Philippines,9,ET,BWF,BLQ,7/9/2022,12:15 PM,5842.13,140,233.71,On Time,A2
LA7277,LATAM Airlines,São Paulo/Guarulhos International,Weru,Indonesia,9:35 AM,Amsterdam Airport Schiphol,Lubbock,United States,11,LA,RBI,BHI,7/8/2022,10:19 AM,6047.92,352,496.21,On Time,C2
NH7272,All Nippon Airways,Haneda,Kansas City,United States,2:13 AM,Changi,Jiufeng,China,7,NH,OTM,KML,12/14/2022,8:07 AM,1356.85,471,311.52,On Time,C3
SQ6690,Singapore Airlines,Changi,Vodstroy,Russia,10:57 PM,Beijing Capital International,Łubniany,Poland,20,SQ,RKH,CBQ,1/29/2022,1:24 PM,6659.41,305,99.25,Delayed,A2
AM6576,Aeroméxico,Benito Juárez International,Tayug,Philippines,2:09 PM,Los Angeles International,Yanfolila,Mali,22,AM,PGB,MDD,4/6/2022,4:52 AM,6683.26,280,92.8,On Time,A1
QR7697,Qatar Airways,Hamad International,Rudnyy,Kazakhstan,12:33 PM,Bole International,Baratleke,Indonesia,22,QR,CIZ,PSK,6/2/2022,2:05 PM,4698.06,263,321.66,On Time,C3
AC9772,Air Canada,Toronto Pearson,Bagorejo,Indonesia,8:13 AM,John F. Kennedy International,Linköping,Sweden,4,AC,LAP,MNJ,6/10/2022,6:17 PM,1810.66,63,118.05,Cancelled,A2
KL7951,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Xiaogang,China,5:41 AM,Charles de Gaulle,Tanda,Ivory Coast,4,KL,MDN,LBD,12/23/2022,11:18 AM,1432.81,484,249.02,On Time,A2
KE5668,Korean Air,Incheon International,Shaoha,China,10:49 PM,Haneda,Yucun,China,19,KE,LRS,IXT,12/20/2022,12:31 PM,2285.81,60,459.32,Delayed,A1
TG5038,Thai Airways,Suvarnabhumi,Hāsilpur,Pakistan,10:45 AM,Changi,Shuishi,China,22,TG,BZR,KSA,12/10/2022,10:57 AM,6249.7,274,132.99,On Time,A2
DL4692,Delta Air Lines,John F. Kennedy International,Rammūn,Palestinian Territory,3:56 PM,Hartsfield-Jackson Atlanta,Oslo,Norway,1,DL,SEP,LAE,9/12/2022,5:18 AM,6592.09,97,270.67,On Time,C4
DL3040,Delta Air Lines,John F. Kennedy International,El Suyatal,Honduras,7:31 AM,Miami International,Solo,Philippines,2,DL,ANX,WMB,1/10/2022,6:39 PM,7223.08,368,225.23,Delayed,C1
CX8163,Cathay Pacific,Hong Kong International,Fray Luis A. Beltrán,Argentina,9:29 PM,Kuala Lumpur International,Baturité,Brazil,22,CX,TXL,GOV,2/23/2022,9:08 PM,6281.33,387,71.26,Delayed,C3
BA5126,British Airways,Heathrow,Monte do Outeiro,Portugal,5:59 PM,Charles de Gaulle,Pensacola,United States,24,BA,FNH,PLM,3/26/2022,8:00 PM,111.98,62,177.24,On Time,A3
CX3529,Cathay Pacific,Hong Kong International,Qujiang,China,12:06 PM,Changi,Maha Sarakham,Thailand,13,CX,VII,AFW,10/14/2022,1:57 AM,9027.51,416,185.21,On Time,B2
AV2697,Avianca,El Dorado International,Cocieri,Moldova,3:05 PM,O'Hare International,Laoxingchang,China,21,AV,OIT,YCV,4/1/2022,1:34 AM,8574.26,328,378.48,On Time,B2
QF3711,Qantas,Sydney Airport,Rouen,France,6:59 AM,Melbourne Airport,Pecka,Czech Republic,2,QF,MPL,YBB,5/9/2022,9:57 AM,473.39,288,179.4,On Time,A2
TG4168,Thai Airways,Suvarnabhumi,Kalisangkrah Lor,Indonesia,5:04 PM,Los Angeles International,Bunder,Indonesia,20,TG,MSF,LUE,6/13/2022,10:01 PM,6372.9,487,483.99,On Time,B2
KE3490,Korean Air,Incheon International,Valle de La Pascua,Venezuela,7:56 PM,Haneda,Kangdong-ŭp,North Korea,17,KE,OCF,YUB,11/30/2022,2:12 PM,3309.21,390,482.63,On Time,B1
UA3441,United Airlines,Los Angeles International,Koumac,New Caledonia,4:47 PM,San Francisco International,Nahrīn,Afghanistan,4,UA,PCJ,EPS,4/22/2022,7:57 AM,2877.81,222,163.82,On Time,B2
LH1606,Lufthansa,Frankfurt Airport,Nakło nad Notecią,Poland,8:58 PM,Zurich Airport,Bintawan,Philippines,18,LH,SVP,BDY,6/20/2022,12:42 AM,3616.38,86,86.51,Delayed,A2
TG1200,Thai Airways,Suvarnabhumi,Jinshandian,China,12:18 PM,Changi,IJmuiden,Netherlands,23,TG,OXD,NSK,2/17/2022,8:49 PM,4725.51,155,465.2,On Time,A1
BA5635,British Airways,Heathrow,Guangping,China,2:36 AM,Charles de Gaulle,Palotina,Brazil,24,BA,0,LTL,10/11/2022,11:26 AM,2098.13,174,196.9,Delayed,B2
EK8073,Emirates,Dubai International,Gayamdesa,Indonesia,3:35 AM,Bole International,Tucurú,Guatemala,15,EK,MEM,PKF,8/1/2022,11:25 AM,9888.58,170,180.46,On Time,B1
LH4752,Lufthansa,Frankfurt Airport,Chumen,China,12:46 PM,Charles de Gaulle,Shilong,China,19,LH,JNI,JOE,1/23/2022,7:44 AM,6575.64,142,233.32,On Time,A1
LH7299,Lufthansa,Frankfurt Airport,Shadrinsk,Russia,2:42 AM,Amsterdam Airport Schiphol,Itapemirim,Brazil,14,LH,ODN,CFQ,3/9/2022,12:01 AM,4994.26,77,89.51,On Time,A2
AI6793,Air India,Indira Gandhi International,Shijiazhuang,China,6:12 AM,Chhatrapati Shivaji International,Manuel Cavazos Lerma,Mexico,14,AI,ZKP,DPS,2/10/2022,10:33 PM,935.76,93,268.29,Delayed,B2
QR3556,Qatar Airways,Hamad International,Columbus,United States,9:26 PM,Miami International,Mulhouse,France,9,QR,SMR,NMP,2/10/2022,9:27 AM,3134.37,208,407.14,On Time,A2
NZ1648,Air New Zealand,Auckland Airport,Néa Flogitá,Greece,2:57 AM,Sydney Airport,Lazaro Cardenas,Mexico,18,NZ,GPA,SDT,5/12/2022,8:37 PM,9894.42,312,391.69,On Time,C4
BA3679,British Airways,Heathrow,Västerås,Sweden,2:23 AM,Charles de Gaulle,Североморск-3,Russia,21,BA,OUD,FAH,3/3/2022,10:00 AM,1734.89,67,189.66,On Time,C2
AZ5395,Alitalia,Leonardo da Vinci International,Hengdaohezi,China,2:06 AM,Cape Town International,Jelcz,Poland,10,AZ,WLH,TXU,3/15/2022,3:48 AM,9889.65,385,480.92,On Time,A2
IB7148,Iberia,Adolfo Suárez Madrid–Barajas,Barusuda,Indonesia,6:36 PM,Charles de Gaulle,Xilin,China,12,IB,KNE,FRG,2/13/2022,4:55 AM,2761.36,52,424.64,On Time,B1
KL2077,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Fonseca,Colombia,10:28 AM,Charles de Gaulle,Piraí do Sul,Brazil,12,KL,DLH,YIB,11/2/2022,9:42 PM,9109.04,376,308.01,On Time,C1
QR2866,Qatar Airways,Hamad International,Youhua,China,8:44 PM,Bole International,Daying,China,23,QR,RUG,THE,2/4/2022,4:07 PM,1276.23,287,171.02,Delayed,C2
EK4479,Emirates,Dubai International,Pilar,Paraguay,12:25 PM,Hamad International,Muzaffargarh,Pakistan,18,EK,AQA,VCF,1/30/2022,11:29 AM,7251.43,405,342.15,On Time,A3
KE9760,Korean Air,Incheon International,Khodasy,Belarus,5:52 PM,Jorge Chávez International,Askaniya Nova,Ukraine,24,KE,RDP,NLC,2/21/2022,5:51 PM,5790.66,308,174.33,Delayed,B2
EK3314,Emirates,Dubai International,Bungereng,Indonesia,1:54 AM,Leonardo da Vinci International,Obigarm,Tajikistan,20,EK,PRD,KMU,5/25/2022,6:36 PM,5570.51,360,146.69,On Time,C3
CX5044,Cathay Pacific,Hong Kong International,Anchorage,United States,6:56 PM,Changi,Neftegorsk,Russia,19,CX,MUN,MYD,10/24/2022,4:03 AM,7275.19,365,130.41,On Time,C1
TG6065,Thai Airways,Suvarnabhumi,Zambujeira do Mar,Portugal,2:26 PM,Changi,Ikot-Ekpene,Nigeria,12,TG,SAS,MID,6/23/2022,12:27 PM,9063.32,252,234.09,On Time,C3
BA6528,British Airways,Heathrow,Pelabuhan Dagang,Indonesia,5:07 PM,Vienna International,Huangcun,China,13,BA,MJU,NAO,8/13/2022,1:46 PM,2046.95,397,487.1,On Time,A1
ET9826,Ethiopian Airlines,Bole International,Junchuan,China,9:21 PM,Hamad International,Portland,United States,23,ET,RZH,JUZ,3/27/2022,10:04 PM,2413.18,494,388.67,Delayed,A3
QR9021,Qatar Airways,Hamad International,Panawuan,Indonesia,1:38 PM,Bole International,Puteaux,France,12,QR,BIQ,QHN,12/17/2022,8:45 PM,3198.07,99,348.31,On Time,C2
AA4958,American Airlines,John F. Kennedy International,Dayton,United States,12:47 PM,Hartsfield-Jackson Atlanta,Lelekovice,Czech Republic,5,AA,RHE,CKV,3/3/2022,2:53 PM,6803.12,139,282.37,On Time,C3
SQ5181,Singapore Airlines,Changi,Charlesland,Ireland,1:39 PM,Hong Kong International,Chełmiec,Poland,11,SQ,KRI,FJR,7/6/2022,11:52 PM,2162.91,137,114.4,Delayed,C4
QF6081,Qantas,Sydney Airport,Libertador General San Martín,Argentina,10:41 PM,Melbourne Airport,Stryków,Poland,3,QF,GUI,RAK,9/6/2022,9:03 AM,8443.29,441,261.63,On Time,C2
AA5562,American Airlines,John F. Kennedy International,Tokuyama,Japan,6:43 PM,Hartsfield-Jackson Atlanta,Gazimurskiy Zavod,Russia,17,AA,RXS,QRA,10/25/2022,4:29 AM,9028.38,163,269.19,On Time,B1
QF2199,Qantas,Sydney Airport,Keroka,Kenya,12:47 PM,Melbourne Airport,Los Angeles,United States,3,QF,CPO,KRR,11/12/2022,8:47 AM,9701.44,150,418.57,On Time,A3
CX9238,Cathay Pacific,Hong Kong International,Cordova,Philippines,2:54 PM,Logan International,Rosa Zarate,Ecuador,8,CX,GLM,CGN,2/11/2022,8:58 AM,3726.57,425,94.6,Delayed,C3
TG5220,Thai Airways,Suvarnabhumi,Nkpor,Nigeria,9:05 PM,Changi,Zbůch,Czech Republic,21,TG,IWK,CNQ,4/30/2022,7:45 AM,3826.27,227,230.95,Delayed,C3
CX1682,Cathay Pacific,Hong Kong International,Zadní Mostek,Czech Republic,12:57 PM,Melbourne Airport,Pedreira,Portugal,22,CX,MSE,TEX,8/6/2022,12:11 PM,758.04,261,103.06,Delayed,C2
AI1813,Air India,Indira Gandhi International,Tōkamachi,Japan,2:05 PM,Dubai International,Rychtal,Poland,10,AI,CTT,ICA,12/17/2022,10:33 AM,4734.1,107,345.95,On Time,C3
KE2630,Korean Air,Incheon International,Nunhala,Indonesia,4:25 PM,Haneda,Rio Claro,Trinidad and Tobago,22,KE,EUE,YAA,5/19/2022,9:41 AM,1560.84,70,70.84,Delayed,C4
AA4087,American Airlines,John F. Kennedy International,Hearst,Canada,5:17 PM,Miami International,Telpaneca,Nicaragua,2,AA,BEB,JIP,11/30/2022,7:11 AM,4069.21,456,210.46,On Time,B1
TG3173,Thai Airways,Suvarnabhumi,Metz,France,10:50 AM,Beijing Capital International,Verin Artashat,Armenia,20,TG,SSQ,KLH,10/2/2022,6:11 PM,2761.69,221,380.28,Cancelled,B1
AZ5938,Alitalia,Leonardo da Vinci International,Campbellton,Canada,12:28 AM,Charles de Gaulle,Tarlac City,Philippines,8,AZ,SNH,POC,12/13/2022,8:35 AM,581.24,222,240.92,Cancelled,B2
KE9732,Korean Air,Incheon International,Angkup,Indonesia,3:14 PM,Haneda,Dvinskoy,Russia,4,KE,KQL,VNE,7/15/2022,10:38 AM,7568.77,286,268.13,On Time,C2
ET9224,Ethiopian Airlines,Bole International,Grootfontein,Namibia,4:03 PM,Heathrow,Norfolk,United States,14,ET,AWK,0,5/8/2022,5:32 AM,5512.92,181,419.1,Delayed,A3
NH6772,All Nippon Airways,Haneda,RMI Capitol,Marshall Islands,10:50 PM,Dallas/Fort Worth International,Khanu Woralaksaburi,Thailand,14,NH,SQY,CCF,3/14/2022,3:37 PM,5577.32,499,316.48,On Time,C4
SK5933,SAS Scandinavian,Copenhagen Airport,Bang Mun Nak,Thailand,9:01 AM,Munich Airport,Kandhkot,Pakistan,13,SK,SJY,GGE,11/6/2022,3:57 PM,3090.91,379,263.94,Delayed,C2
KE7948,Korean Air,Incheon International,Kabukarudi,Indonesia,1:39 AM,Haneda,Birigui,Brazil,22,KE,NOU,CAT,4/29/2022,12:32 PM,1420.39,169,206.62,On Time,C1
ET3206,Ethiopian Airlines,Bole International,Amnat Charoen,Thailand,8:46 PM,Hamad International,Senlis,France,19,ET,RKO,ANJ,4/16/2022,12:18 AM,866.2,241,87.28,On Time,C4
